city,date,confirmed,deaths 
Alto Paraíso,2021-05-17,159,2
Alto Paraná,2021-05-17,786,18
Alto Piquiri,2021-05-17,602,17
Alvorada do Sul,2021-05-17,650,21
Amaporã,2021-05-17,269,5
Ampére,2021-05-17,1108,27
Anahy,2021-05-17,325,6
Andirá,2021-05-17,1682,61
Ângulo,2021-05-17,280,6
Antonina,2021-05-17,2175,56
Antônio Olinto,2021-05-17,356,8
Apucarana,2021-05-17,7602,261
Arapongas,2021-05-17,10501,398
Arapoti,2021-05-17,2388,44
Arapuã,2021-05-17,181,5
Araruna,2021-05-17,1169,19
Araucária,2021-05-17,20700,319
Ariranha do Ivaí,2021-05-17,129,2
Assaí,2021-05-17,1184,39
Assis Chateaubriand,2021-05-17,3231,77
Astorga,2021-05-17,2602,60
Atalaia,2021-05-17,335,15
Balsa Nova,2021-05-17,1251,24
Bandeirantes,2021-05-17,3141,93
Barbosa Ferraz,2021-05-17,907,25
Barracão,2021-05-17,1043,27
Barra do Jacaré,2021-05-17,160,1
Bela Vista da Caroba,2021-05-17,159,5
Bela Vista do Paraíso,2021-05-17,1659,58
Bituruna,2021-05-17,664,10
Boa Esperança,2021-05-17,263,7
Boa Esperança do Iguaçu,2021-05-17,139,0
Boa Ventura de São Roque,2021-05-17,370,5
Boa Vista da Aparecida,2021-05-17,731,20
Bocaiúva do Sul,2021-05-17,1538,13
Bom Jesus do Sul,2021-05-17,301,3
Bom Sucesso,2021-05-17,664,12
Bom Sucesso do Sul,2021-05-17,335,6
Borrazópolis,2021-05-17,547,19
Braganey,2021-05-17,317,7
Brasilândia do Sul,2021-05-17,339,8
Cafeara,2021-05-17,225,9
Cafelândia,2021-05-17,1579,12
Cafezal do Sul,2021-05-17,264,4
Califórnia,2021-05-17,850,15
Cambará,2021-05-17,1936,40
Cambé,2021-05-17,9273,196
Cambira,2021-05-17,702,16
Campina da Lagoa,2021-05-17,1153,25
Campina do Simão,2021-05-17,257,12
Campina Grande do Sul,2021-05-17,4514,95
Campo Bonito,2021-05-17,270,7
Campo do Tenente,2021-05-17,349,13
Campo Largo,2021-05-17,14985,345
Campo Magro,2021-05-17,2689,64
Campo Mourão,2021-05-17,8838,179
Cândido de Abreu,2021-05-17,738,8
Candói,2021-05-17,938,21
Cantagalo,2021-05-17,911,19
Capanema,2021-05-17,1909,21
Capitão Leônidas Marques,2021-05-17,1219,20
Carambeí,2021-05-17,2790,51
Carlópolis,2021-05-17,552,19
Cascavel,2021-05-17,33796,682
Castro,2021-05-17,8658,159
Catanduvas,2021-05-17,734,18
Centenário do Sul,2021-05-17,770,26
Cerro Azul,2021-05-17,1077,36
Céu Azul,2021-05-17,936,16
Chopinzinho,2021-05-17,2077,39
Cianorte,2021-05-17,6401,125
Cidade Gaúcha,2021-05-17,1345,7
Clevelândia,2021-05-17,1692,72
Colombo,2021-05-17,18168,550
Colorado,2021-05-17,1931,43
Congonhinhas,2021-05-17,762,20
Conselheiro Mairinck,2021-05-17,495,8
Contenda,2021-05-17,1718,32
Corbélia,2021-05-17,1309,29
Cornélio Procópio,2021-05-17,5071,112
Coronel Domingos Soares,2021-05-17,1089,14
Coronel Vivida,2021-05-17,2641,64
Corumbataí do Sul,2021-05-17,253,7
Cruzeiro do Iguaçu,2021-05-17,271,7
Cruzeiro do Oeste,2021-05-17,2034,49
Cruzeiro do Sul,2021-05-17,289,11
Cruz Machado,2021-05-17,707,14
Cruzmaltina,2021-05-17,202,5
Curitiba,2021-05-17,153420,4959
Curiúva,2021-05-17,1079,16
Diamante D'Oeste,2021-05-17,397,8
Diamante do Norte,2021-05-17,215,8
Diamante do Sul,2021-05-17,303,9
Dois Vizinhos,2021-05-17,5570,70
Douradina,2021-05-17,577,7
Doutor Camargo,2021-05-17,478,10
Doutor Ulysses,2021-05-17,221,4
Enéas Marques,2021-05-17,552,16
Engenheiro Beltrão,2021-05-17,967,15
Entre Rios do Oeste,2021-05-17,320,3
Esperança Nova,2021-05-17,252,7
Espigão Alto do Iguaçu,2021-05-17,270,5
Farol,2021-05-17,123,3
Faxinal,2021-05-17,1564,44
Fazenda Rio Grande,2021-05-17,11121,290
Fênix,2021-05-17,283,2
Fernandes Pinheiro,2021-05-17,368,9
Figueira,2021-05-17,703,23
Floraí,2021-05-17,360,9
Flor da Serra do Sul,2021-05-17,461,22
Floresta,2021-05-17,879,13
Florestópolis,2021-05-17,882,23
Flórida,2021-05-17,268,5
Formosa do Oeste,2021-05-17,376,10
Foz do Iguaçu,2021-05-17,36691,798
Foz do Jordão,2021-05-17,489,12
Francisco Alves,2021-05-17,387,7
Francisco Beltrão,2021-05-17,12047,181
General Carneiro,2021-05-17,323,13
Godoy Moreira,2021-05-17,74,1
Goioerê,2021-05-17,1194,38
Goioxim,2021-05-17,356,4
Grandes Rios,2021-05-17,384,10
Guaíra,2021-05-17,2785,66
Guairaçá,2021-05-17,341,9
Guamiranga,2021-05-17,748,10
Guapirama,2021-05-17,324,4
Guaporema,2021-05-17,165,4
Guaraci,2021-05-17,499,8
Guaraniaçu,2021-05-17,1054,17
Guarapuava,2021-05-17,16062,339
Guaraqueçaba,2021-05-17,557,14
Guaratuba,2021-05-17,4149,143
Honório Serpa,2021-05-17,461,9
Ibaiti,2021-05-17,2563,94
Ibema,2021-05-17,355,13
Ibiporã,2021-05-17,5070,110
Icaraíma,2021-05-17,626,11
Iguaraçu,2021-05-17,414,20
Iguatu,2021-05-17,188,5
Imbaú,2021-05-17,1485,38
Imbituva,2021-05-17,2882,63
Importados/Indefinidos,2021-05-17,5749,143
Inácio Martins,2021-05-17,579,8
Inajá,2021-05-17,195,6
Indianópolis,2021-05-17,702,5
Ipiranga,2021-05-17,956,17
Iporã,2021-05-17,961,7
Iracema do Oeste,2021-05-17,135,2
Irati,2021-05-17,5487,89
Iretama,2021-05-17,601,8
Itaguajé,2021-05-17,241,8
Itaipulândia,2021-05-17,1155,13
Itambaracá,2021-05-17,539,16
Itambé,2021-05-17,663,29
Itapejara d'Oeste,2021-05-17,1522,36
Itaperuçu,2021-05-17,3354,98
Itaúna do Sul,2021-05-17,159,5
Ivaí,2021-05-17,559,13
Ivaiporã,2021-05-17,2485,63
Ivaté,2021-05-17,329,3
Ivatuba,2021-05-17,224,6
Jaboti,2021-05-17,257,8
Jacarezinho,2021-05-17,4800,71
Jaguapitã,2021-05-17,1725,41
Jaguariaíva,2021-05-17,3011,97
Jandaia do Sul,2021-05-17,2294,56
Janiópolis,2021-05-17,374,9
Japira,2021-05-17,432,9
Japurá,2021-05-17,568,6
Jardim Alegre,2021-05-17,683,18
Jardim Olinda,2021-05-17,48,2
Jataizinho,2021-05-17,1513,31
Jesuítas,2021-05-17,667,19
Joaquim Távora,2021-05-17,1340,31
Jundiaí do Sul,2021-05-17,172,5
Juranda,2021-05-17,598,11
Jussara,2021-05-17,541,5
Kaloré,2021-05-17,855,15
Lapa,2021-05-17,2988,58
Laranjal,2021-05-17,134,4
Laranjeiras do Sul,2021-05-17,1680,37
Leópolis,2021-05-17,357,9
Lidianópolis,2021-05-17,303,7
Lindoeste,2021-05-17,349,7
Loanda,2021-05-17,1727,27
Lobato,2021-05-17,405,10
Londrina,2021-05-17,53418,1275
Luiziana,2021-05-17,403,6
Lunardelli,2021-05-17,260,1
Lupionópolis,2021-05-17,270,13
Mallet,2021-05-17,482,6
Mamborê,2021-05-17,726,13
Mandaguaçu,2021-05-17,2720,45
Mandaguari,2021-05-17,3475,91
Mandirituba,2021-05-17,2809,69
Manfrinópolis,2021-05-17,167,4
Mangueirinha,2021-05-17,1340,23
Manoel Ribas,2021-05-17,1126,22
Marechal Cândido Rondon,2021-05-17,4652,84
Maria Helena,2021-05-17,398,4
Marialva,2021-05-17,4110,86
Marilândia do Sul,2021-05-17,747,32
Marilena,2021-05-17,343,8
Mariluz,2021-05-17,932,30
Maringá,2021-05-17,45998,1086
Mariópolis,2021-05-17,507,14
Maripá,2021-05-17,465,10
Marmeleiro,2021-05-17,1627,37
Marquinho,2021-05-17,177,4
Marumbi,2021-05-17,381,4
Matelândia,2021-05-17,2244,40
Matinhos,2021-05-17,2510,83
Mato Rico,2021-05-17,74,3
Mauá da Serra,2021-05-17,663,18
Medianeira,2021-05-17,5796,78
Mercedes,2021-05-17,300,4
Mirador,2021-05-17,113,1
Miraselva,2021-05-17,173,5
Missal,2021-05-17,989,13
Moreira Sales,2021-05-17,473,10
Morretes,2021-05-17,1813,47
Munhoz de Melo,2021-05-17,324,7
Nossa Senhora das Graças,2021-05-17,383,6
Nova Aliança do Ivaí,2021-05-17,88,1
Nova América da Colina,2021-05-17,344,8
Nova Aurora,2021-05-17,1006,17
Nova Cantu,2021-05-17,394,4
Nova Esperança,2021-05-17,1633,52
Nova Esperança do Sudoeste,2021-05-17,534,10
Nova Fátima,2021-05-17,327,8
Nova Laranjeiras,2021-05-17,572,4
Nova Londrina,2021-05-17,783,15
Nova Olímpia,2021-05-17,797,6
Nova Prata do Iguaçu,2021-05-17,678,12
Nova Santa Bárbara,2021-05-17,492,15
Nova Santa Rosa,2021-05-17,520,5
Nova Tebas,2021-05-17,292,9
Novo Itacolomi,2021-05-17,191,4
Ortigueira,2021-05-17,1535,24
Ourizona,2021-05-17,222,5
Ouro Verde do Oeste,2021-05-17,677,15
Paiçandu,2021-05-17,3547,90
Palmas,2021-05-17,4810,112
Palmeira,2021-05-17,2536,57
Palmital,2021-05-17,910,21
Palotina,2021-05-17,4010,62
Paraíso do Norte,2021-05-17,1499,23
Paranacity,2021-05-17,578,12
Paranaguá,2021-05-17,18829,364
Paranapoema,2021-05-17,204,3
Paranavaí,2021-05-17,7015,175
Pato Bragado,2021-05-17,384,6
Pato Branco,2021-05-17,7913,171
Paula Freitas,2021-05-17,364,13
Paulo Frontin,2021-05-17,237,1
Peabiru,2021-05-17,955,19
Perobal,2021-05-17,494,3
Pérola,2021-05-17,951,21
Pérola d'Oeste,2021-05-17,365,7
Piên,2021-05-17,1055,13
Pinhais,2021-05-17,13230,369
Pinhalão,2021-05-17,374,8
Pinhal de São Bento,2021-05-17,111,1
Pinhão,2021-05-17,1525,40
Piraí do Sul,2021-05-17,2262,47
Piraquara,2021-05-17,10261,230
Pitanga,2021-05-17,1837,24
Pitangueiras,2021-05-17,302,7
Planaltina do Paraná,2021-05-17,273,5
Planalto,2021-05-17,1053,15
Ponta Grossa,2021-05-17,34117,871
Pontal do Paraná,2021-05-17,2481,78
Porecatu,2021-05-17,1081,28
Porto Amazonas,2021-05-17,376,12
Porto Barreiro,2021-05-17,161,1
Porto Rico,2021-05-17,264,2
Porto Vitória,2021-05-17,107,5
Prado Ferreira,2021-05-17,137,11
Pranchita,2021-05-17,399,5
Presidente Castelo Branco,2021-05-17,448,10
Primeiro de Maio,2021-05-17,413,14
Prudentópolis,2021-05-17,1458,42
Quarto Centenário,2021-05-17,184,1
Quatiguá,2021-05-17,730,13
Quatro Barras,2021-05-17,2654,64
Quatro Pontes,2021-05-17,418,6
Quedas do Iguaçu,2021-05-17,2625,58
Querência do Norte,2021-05-17,846,4
Quinta do Sol,2021-05-17,459,6
Quitandinha,2021-05-17,1498,40
Ramilândia,2021-05-17,368,8
Rancho Alegre,2021-05-17,258,4
Rancho Alegre D'Oeste,2021-05-17,148,3
Realeza,2021-05-17,1788,28
Rebouças,2021-05-17,1124,20
Renascença,2021-05-17,596,20
Reserva,2021-05-17,2070,40
Reserva do Iguaçu,2021-05-17,470,6
Ribeirão Claro,2021-05-17,903,15
Ribeirão do Pinhal,2021-05-17,999,34
Rio Azul,2021-05-17,870,11
Rio Bom,2021-05-17,164,6
Rio Bonito do Iguaçu,2021-05-17,638,6
Rio Branco do Ivaí,2021-05-17,255,8
Rio Branco do Sul,2021-05-17,4581,120
Rio Negro,2021-05-17,1202,30
Rolândia,2021-05-17,6195,181
Roncador,2021-05-17,515,9
Rondon,2021-05-17,812,9
Rosário do Ivaí,2021-05-17,366,2
Sabáudia,2021-05-17,911,14
Salgado Filho,2021-05-17,367,7
Salto do Itararé,2021-05-17,725,25
Salto do Lontra,2021-05-17,1196,22
Santa Amélia,2021-05-17,267,5
Santa Cecília do Pavão,2021-05-17,349,8
Santa Cruz de Monte Castelo,2021-05-17,458,9
Santa Fé,2021-05-17,815,40
Santa Helena,2021-05-17,2541,45
Santa Inês,2021-05-17,139,1
Santa Isabel do Ivaí,2021-05-17,713,18
Santa Izabel do Oeste,2021-05-17,882,23
Santa Lúcia,2021-05-17,193,5
Santa Maria do Oeste,2021-05-17,553,22
Santa Mariana,2021-05-17,855,34
Santa Mônica,2021-05-17,189,3
Santana do Itararé,2021-05-17,656,16
Santa Tereza do Oeste,2021-05-17,967,18
Santa Terezinha de Itaipu,2021-05-17,2376,70
Santo Antônio da Platina,2021-05-17,3576,93
Santo Antônio do Caiuá,2021-05-17,160,7
Santo Antônio do Paraíso,2021-05-17,216,2
Santo Antônio do Sudoeste,2021-05-17,1427,14
Santo Inácio,2021-05-17,485,11
São Carlos do Ivaí,2021-05-17,751,11
São Jerônimo da Serra,2021-05-17,525,18
São João,2021-05-17,1072,18
São João do Caiuá,2021-05-17,415,7
São João do Ivaí,2021-05-17,753,16
São João do Triunfo,2021-05-17,253,8
São Jorge d'Oeste,2021-05-17,871,20
São Jorge do Ivaí,2021-05-17,506,9
São Jorge do Patrocínio,2021-05-17,786,4
São José da Boa Vista,2021-05-17,529,19
São José das Palmeiras,2021-05-17,270,10
São José dos Pinhais,2021-05-17,21494,650
São Manoel do Paraná,2021-05-17,167,1
São Mateus do Sul,2021-05-17,2128,51
São Miguel do Iguaçu,2021-05-17,2669,48
São Pedro do Iguaçu,2021-05-17,488,11
São Pedro do Ivaí,2021-05-17,801,29
São Pedro do Paraná,2021-05-17,154,1
São Sebastião da Amoreira,2021-05-17,701,25
São Tomé,2021-05-17,369,2
Sapopema,2021-05-17,647,14
Sarandi,2021-05-17,7691,190
Saudade do Iguaçu,2021-05-17,629,10
Sengés,2021-05-17,1369,22
Serranópolis do Iguaçu,2021-05-17,507,5
Sertaneja,2021-05-17,469,13
Sertanópolis,2021-05-17,1990,25
Siqueira Campos,2021-05-17,2332,44
Sulina,2021-05-17,344,5
Tamarana,2021-05-17,772,27
Tamboara,2021-05-17,353,9
Tapejara,2021-05-17,1302,23
Tapira,2021-05-17,368,5
Teixeira Soares,2021-05-17,467,10
Telêmaco Borba,2021-05-17,12390,205
Terra Boa,2021-05-17,1925,26
Terra Rica,2021-05-17,472,13
Terra Roxa,2021-05-17,1362,24
Tibagi,2021-05-17,2088,62
Tijucas do Sul,2021-05-17,1543,63
Toledo,2021-05-17,19279,294
Tomazina,2021-05-17,261,8
Três Barras do Paraná,2021-05-17,1067,30
Tunas do Paraná,2021-05-17,531,10
Tuneiras do Oeste,2021-05-17,538,13
Tupãssi,2021-05-17,729,23
Turvo,2021-05-17,1496,10
Ubiratã,2021-05-17,1079,35
Umuarama,2021-05-17,11751,186
União da Vitória,2021-05-17,4906,83
Uniflor,2021-05-17,79,4
Uraí,2021-05-17,574,18
Ventania,2021-05-17,834,26
Vera Cruz do Oeste,2021-05-17,705,20
Verê,2021-05-17,925,14
Virmond,2021-05-17,203,3
Vitorino,2021-05-17,635,17
Wenceslau Braz,2021-05-17,1523,66
Xambrê,2021-05-17,286,5
,2021-05-17,1025645,24702
Angra dos Reis,2021-05-17,12649,419
Aperibé,2021-05-17,504,19
Araruama,2021-05-17,5101,319
Areal,2021-05-17,922,37
Armação dos Búzios,2021-05-17,4071,45
Arraial do Cabo,2021-05-17,623,27
Barra do Piraí,2021-05-17,5266,292
Barra Mansa,2021-05-17,13750,481
Belford Roxo,2021-05-17,19475,585
Bom Jardim,2021-05-17,1340,34
Bom Jesus do Itabapoana,2021-05-17,2768,73
Cabo Frio,2021-05-17,11077,579
Cachoeiras de Macacu,2021-05-17,2523,85
Cambuci,2021-05-17,746,29
Campos dos Goytacazes,2021-05-17,23326,1183
Cantagalo,2021-05-17,2263,16
Carapebus,2021-05-17,1354,11
Cardoso Moreira,2021-05-17,1094,10
Carmo,2021-05-17,1889,35
Casimiro de Abreu,2021-05-17,3769,107
Comendador Levy Gasparian,2021-05-17,625,22
Conceição de Macabu,2021-05-17,1897,70
Cordeiro,2021-05-17,2166,8
Duas Barras,2021-05-17,182,6
Duque de Caxias,2021-05-17,20040,1309
Engenheiro Paulo de Frontin,2021-05-17,1315,53
Guapimirim,2021-05-17,4568,160
Iguaba Grande,2021-05-17,3852,95
Importados/Indefinidos,2021-05-17,0,0
Itaboraí,2021-05-17,8955,616
Itaguaí,2021-05-17,4825,301
Italva,2021-05-17,471,21
Itaocara,2021-05-17,1905,71
Itaperuna,2021-05-17,6325,173
Itatiaia,2021-05-17,1296,53
Japeri,2021-05-17,981,69
Laje do Muriaé,2021-05-17,494,6
Macaé,2021-05-17,23309,590
Macuco,2021-05-17,856,7
Magé,2021-05-17,10625,462
Mangaratiba,2021-05-17,2433,110
Maricá,2021-05-17,8266,406
Mendes,2021-05-17,1722,40
Mesquita,2021-05-17,3017,358
Miguel Pereira,2021-05-17,2127,51
Miracema,2021-05-17,2121,26
Natividade,2021-05-17,1045,18
Nilópolis,2021-05-17,3130,401
Niterói,2021-05-17,35720,1634
Nova Friburgo,2021-05-17,16905,555
Nova Iguaçu,2021-05-17,15886,1418
Paracambi,2021-05-17,2347,100
Paraíba do Sul,2021-05-17,4151,132
Paraty,2021-05-17,2204,64
Paty do Alferes,2021-05-17,1969,44
Petrópolis,2021-05-17,9393,1048
Pinheiral,2021-05-17,2510,60
Piraí,2021-05-17,3339,60
Porciúncula,2021-05-17,1931,62
Porto Real,2021-05-17,1511,32
Quatis,2021-05-17,673,25
Queimados,2021-05-17,5181,150
Quissamã,2021-05-17,2355,65
Resende,2021-05-17,11157,389
Rio Bonito,2021-05-17,4953,176
Rio Claro,2021-05-17,1291,45
Rio das Flores,2021-05-17,163,13
Rio das Ostras,2021-05-17,10145,376
Rio de Janeiro,2021-05-17,303874,25289
Santa Maria Madalena,2021-05-17,224,9
Santo Antônio de Pádua,2021-05-17,3956,118
São Fidélis,2021-05-17,521,78
São Francisco de Itabapoana,2021-05-17,1408,67
São Gonçalo,2021-05-17,43775,2218
São João da Barra,2021-05-17,3685,18
São João de Meriti,2021-05-17,8405,919
São José de Ubá,2021-05-17,309,5
São José do Vale do Rio Preto,2021-05-17,1650,52
São Pedro da Aldeia,2021-05-17,4244,220
São Sebastião do Alto,2021-05-17,425,17
Sapucaia,2021-05-17,2586,98
Saquarema,2021-05-17,2250,213
Seropédica,2021-05-17,1970,162
Silva Jardim,2021-05-17,1215,19
Sumidouro,2021-05-17,988,47
Tanguá,2021-05-17,2714,94
Teresópolis,2021-05-17,23289,698
Trajano de Moraes,2021-05-17,476,3
Três Rios,2021-05-17,8796,233
Valença,2021-05-17,2768,142
Varre-Sai,2021-05-17,1878,5
Vassouras,2021-05-17,2012,104
Volta Redonda,2021-05-17,27687,860
,2021-05-17,817947,48024
,2021-05-17,254031,5914
,2021-05-17,221871,5501
,2021-05-17,100254,1579
,2021-05-17,1032330,26724
Abdon Batista,2021-05-17,335,3
Abelardo Luz,2021-05-17,1311,41
Agrolândia,2021-05-17,1147,17
Agronômica,2021-05-17,545,10
Água Doce,2021-05-17,1025,13
Águas de Chapecó,2021-05-17,383,5
Águas Frias,2021-05-17,468,2
Águas Mornas,2021-05-17,696,9
Alfredo Wagner,2021-05-17,638,7
Alto Bela Vista,2021-05-17,152,2
Anchieta,2021-05-17,414,6
Angelina,2021-05-17,471,1
Anita Garibaldi,2021-05-17,1034,8
Anitápolis,2021-05-17,307,4
Antônio Carlos,2021-05-17,1442,21
Apiúna,2021-05-17,753,15
Arabutã,2021-05-17,388,7
Araquari,2021-05-17,3184,66
Araranguá,2021-05-17,9037,204
Armazém,2021-05-17,1334,28
Arroio Trinta,2021-05-17,484,11
Arvoredo,2021-05-17,275,4
Ascurra,2021-05-17,1055,9
Atalanta,2021-05-17,320,8
Aurora,2021-05-17,692,14
Balneário Arroio do Silva,2021-05-17,1828,39
Balneário Barra do Sul,2021-05-17,1306,30
Balneário Camboriú,2021-05-17,22418,329
Balneário Gaivota,2021-05-17,1124,30
Balneário Piçarras,2021-05-17,4140,42
Balneário Rincão,2021-05-17,1247,38
Bandeirante,2021-05-17,241,2
Barra Bonita,2021-05-17,152,1
Barra Velha,2021-05-17,3718,81
Bela Vista do Toldo,2021-05-17,68,2
Belmonte,2021-05-17,213,4
Benedito Novo,2021-05-17,919,16
Biguaçu,2021-05-17,10286,151
Blumenau,2021-05-17,45294,515
Bocaina do Sul,2021-05-17,361,3
Bombinhas,2021-05-17,3308,51
Bom Jardim da Serra,2021-05-17,558,4
Bom Jesus,2021-05-17,329,6
Bom Jesus do Oeste,2021-05-17,155,5
Bom Retiro,2021-05-17,638,14
Botuverá,2021-05-17,845,8
Braço do Norte,2021-05-17,7199,78
Braço do Trombudo,2021-05-17,571,4
Brunópolis,2021-05-17,244,6
Brusque,2021-05-17,23834,240
Caçador,2021-05-17,5030,191
Caibi,2021-05-17,554,11
Calmon,2021-05-17,28,4
Camboriú,2021-05-17,11238,149
Campo Alegre,2021-05-17,1085,30
Campo Belo do Sul,2021-05-17,647,18
Campo Erê,2021-05-17,827,8
Campos Novos,2021-05-17,4641,84
Canelinha,2021-05-17,1181,14
Canoinhas,2021-05-17,4923,71
Capão Alto,2021-05-17,144,2
Capinzal,2021-05-17,4003,32
Capivari de Baixo,2021-05-17,3868,65
Catanduvas,2021-05-17,1584,24
Caxambu do Sul,2021-05-17,465,8
Celso Ramos,2021-05-17,350,5
Cerro Negro,2021-05-17,114,4
Chapadão do Lageado,2021-05-17,264,1
Chapecó,2021-05-17,33244,602
Cocal do Sul,2021-05-17,2811,45
Concórdia,2021-05-17,11751,137
Cordilheira Alta,2021-05-17,523,8
Coronel Freitas,2021-05-17,1471,24
Coronel Martins,2021-05-17,140,3
Correia Pinto,2021-05-17,1041,40
Corupá,2021-05-17,1561,32
Criciúma,2021-05-17,31823,469
Cunha Porã,2021-05-17,736,21
Cunhataí,2021-05-17,186,1
Curitibanos,2021-05-17,3427,113
Descanso,2021-05-17,701,10
Dionísio Cerqueira,2021-05-17,1413,34
Dona Emma,2021-05-17,420,2
Doutor Pedrinho,2021-05-17,386,4
Entre Rios,2021-05-17,586,8
Ermo,2021-05-17,313,3
Erval Velho,2021-05-17,608,7
Faxinal dos Guedes,2021-05-17,1495,23
Flor do Sertão,2021-05-17,99,0
Florianópolis,2021-05-17,74036,960
Formosa do Sul,2021-05-17,321,5
Forquilhinha,2021-05-17,4247,36
Fraiburgo,2021-05-17,3911,77
Frei Rogério,2021-05-17,255,6
Galvão,2021-05-17,284,6
Garopaba,2021-05-17,2952,35
Garuva,2021-05-17,1779,27
Gaspar,2021-05-17,7189,139
Governador Celso Ramos,2021-05-17,2359,23
Grão Pará,2021-05-17,1046,8
Gravatal,2021-05-17,2024,43
Guabiruba,2021-05-17,3249,37
Guaraciaba,2021-05-17,1308,16
Guaramirim,2021-05-17,6068,71
Guarujá do Sul,2021-05-17,379,7
Guatambú,2021-05-17,738,15
Herval d'Oeste,2021-05-17,3418,47
Ibiam,2021-05-17,163,4
Ibicaré,2021-05-17,447,7
Ibirama,2021-05-17,1376,25
Içara,2021-05-17,6094,87
Ilhota,2021-05-17,1629,25
Imaruí,2021-05-17,997,17
Imbituba,2021-05-17,6374,100
Imbuia,2021-05-17,515,9
Importados/Indefinidos,2021-05-17,0,0
Indaial,2021-05-17,8591,107
Iomerê,2021-05-17,231,7
Ipira,2021-05-17,344,5
Iporã do Oeste,2021-05-17,490,8
Ipuaçu,2021-05-17,930,11
